ST_CASE,STATE_NAME,CITY_NAME,COUNTY_NAME,RUR_URB_NAME,TYP_INT_NAME,TWAY_ID,TWAY_ID2,HARM_EV_NAME,FATALS,DRUNK_DR,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,MONTH_NAME,DAY_WEEK_NAME,WEATHER_NAME,LGT_COND_NAME,LATITUDE,LONGITUD
120137,FLORIDA,Not Applicable,BREVARD,Rural,Four-Way Intersection,SR-404,CR-509,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,January,Sunday,Clear,Daylight,28.1975,-80.6886
120138,FLORIDA,Not Applicable,ESCAMBIA,Urban,Four-Way Intersection,SR-298,69TH AVE,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,February,Wednesday,Clear,Daylight,30.4208,-87.3047
120139,FLORIDA,Not Applicable,SUWANNEE,Rural,Not an Intersection,I-10,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,February,Friday,Clear,Daylight,30.3439,-83.0892
120140,FLORIDA,Not Applicable,LEON,Rural,Not an Intersection,US-27,,Ditch,1,1,1,1,0,0,0,2,2,March,Thursday,Cloudy,Dark - Not Lighted,30.4128,-84.0810
120141,FLORIDA,Not Applicable,ORANGE,Urban,Four-Way Intersection,CR-545,MCKINNEY RD,Motor Vehicle in Transport,2,1,2,2,0,0,0,7,7,March,Friday,Clear,Dark - Not Lighted,28.4736,-81.6405
120142,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,WILLIAM C COLEMAN DR,,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,February,Tuesday,Clear,Dark - Not Lighted,28.5525,-81.2707
120143,FLORIDA,Not Applicable,PASCO,Rural,Four-Way Intersection,SR-54,TRINITY BLVD,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,January,Wednesday,Rain,Daylight,28.1905,-82.6140
120144,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,I-275 RAMP,,Motor Vehicle in Transport,2,0,2,2,0,0,0,2,2,February,Friday,Clear,Dark - Lighted,27.9619,-82.4538
120145,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,TANNER RD,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,February,Sunday,Clear,Dark - Not Lighted,28.5952,-81.1700
120146,FLORIDA,Not Applicable,MANATEE,Rural,Not an Intersection,SR-70 EAST,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,February,Monday,Clear,Daylight,27.3426,-82.1544
120147,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,DEAN RD,,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,January,Wednesday,Rain,Dark - Lighted,28.5559,-81.2447
120148,FLORIDA,Not Applicable,TAYLOR,Urban,T-Intersection,BEACH RD,361C CEDAR ISLAND RD,Rollover/Overturn,1,1,2,2,0,0,0,3,3,March,Thursday,Clear,Daylight,29.8127,-83.5788
120149,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,SR-408,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,January,Thursday,Clear,Dusk,28.5440,-81.2782
120150,FLORIDA,PALM COAST,FLAGLER,Urban,Not an Intersection,I-95,,Motor Vehicle in Transport,2,0,2,2,0,0,0,3,3,January,Tuesday,Cloudy,Dark - Not Lighted,29.5474,-81.2145
120151,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-275,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,January,Monday,Clear,Dark - Not Lighted,28.1350,-82.4133
120152,FLORIDA,Not Applicable,CLAY,Urban,Four-Way Intersection,US-17,DENMARK DR,Motor Vehicle in Transport,1,0,4,4,0,0,0,7,7,March,Tuesday,Clear,Dark - Not Lighted,30.1084,-81.7053
120153,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,I-75,,Culvert,2,0,1,1,0,0,0,3,3,February,Sunday,Cloudy,Daylight,27.1347,-82.4051
120155,FLORIDA,Not Applicable,ESCAMBIA,Urban,T-Intersection,US-90,FOXRUN ROAD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,January,Thursday,Clear,Dark - Not Lighted,30.5326,-87.2399
120156,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,US-41 SR-90 TAMIAMI TRL,,Motor Vehicle in Transport,1,0,4,4,0,0,0,4,4,January,Friday,Cloudy,Daylight,25.7608,-80.4008
120157,FLORIDA,Not Applicable,CITRUS,Rural,Not an Intersection,CR-495,,Mail Box,1,0,1,1,0,0,0,1,1,January,Sunday,Clear,Dark - Not Lighted,28.9282,-82.5924
120158,FLORIDA,BOCA RATON,PALM BEACH,Urban,Not an Intersection,I-95,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,February,Wednesday,Clear,Dark - Lighted,26.3655,-80.1186
120159,FLORIDA,Not Applicable,CALHOUN,Rural,T-Intersection,CR-274,PORTER GRADE RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,6,6,February,Tuesday,Clear,Dark - Not Lighted,30.5329,-85.3004
120160,FLORIDA,Not Applicable,PINELLAS,Rural,Not an Intersection,I-275,,Concrete Traffic Barrier,1,0,1,1,0,0,0,2,2,February,Sunday,Clear,Dark - Lighted,27.9211,-82.6058
120161,FLORIDA,Not Applicable,MIAMI-DADE,Urban,T-Intersection,SR-989,SW 240TH ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,January,Saturday,Clear,Dark - Lighted,25.5443,-80.3720
120162,FLORIDA,Not Applicable,MANATEE,Urban,Not an Intersection,US-41,53RD AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,February,Sunday,Clear,Dark - Lighted,27.4477,-82.5753
120164,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,T-Intersection,US-92,39A ALEXANDER STREET,Ditch,1,1,1,1,0,0,0,1,1,February,Friday,Other,Unknown,28.0636,-82.1358
120165,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,ROBERSON RD,,Utility Pole/Light Support,1,1,1,1,0,0,0,1,1,February,Monday,Clear,Dark - Not Lighted,28.5297,-81.5461
120167,FLORIDA,Not Applicable,HAMILTON,Rural,Four-Way Intersection,CR-152,CR-143,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,February,Thursday,Clear,Dark - Not Lighted,30.5691,-83.1595
120168,FLORIDA,Not Applicable,LEE,Rural,Four-Way Intersection,CR-884,GREENWOOD AVE,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,February,Thursday,Cloudy,Dark - Lighted,26.6032,-81.6206
120169,FLORIDA,Not Applicable,PASCO,Rural,Not an Intersection,CR-1,,Guardrail Face,1,0,1,1,0,0,0,1,1,February,Wednesday,Clear,Dusk,28.3983,-82.6583
120170,FLORIDA,OCALA,MARION,Rural,Not an Intersection,US-441,,Rollover/Overturn,1,2,2,2,0,0,0,2,2,February,Saturday,Clear,Dusk,29.2025,-82.1419
120171,FLORIDA,Not Applicable,CLAY,Urban,Not an Intersection,OAKLEAF PLANTATION PARKWAY,,Curb,1,1,1,1,0,0,0,1,1,February,Monday,Clear,Dark - Lighted,30.1808,-81.8480
120172,FLORIDA,Not Applicable,PUTNAM,Rural,Not an Intersection,SR-26,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,February,Tuesday,Clear,Daylight,29.7291,-81.9790
120173,FLORIDA,HOLLYWOOD,BROWARD,Urban,Not an Intersection,MONROE ST,DIXIE HWY,Railway Vehicle,1,1,1,1,0,0,0,1,1,February,Sunday,Cloudy,Dark - Lighted,26.0076,-80.1489
120174,FLORIDA,Not Applicable,PUTNAM,Rural,Four-Way Intersection,SR-20,CR-21,Motor Vehicle in Transport,2,1,2,2,0,0,0,3,3,March,Friday,Cloudy,Daylight,29.6145,-81.9781
120175,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,I-95,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,March,Tuesday,Clear,Dark - Not Lighted,28.1881,-80.7062
120176,FLORIDA,PORT RICHEY,PASCO,Urban,Not an Intersection,US-19,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,February,Monday,Clear,Dark - Lighted,28.2829,-82.7158
120177,FLORIDA,Not Applicable,BREVARD,Rural,Not an Intersection,SR-3,DUVAL ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,March,Tuesday,Clear,Daylight,28.4173,-80.7066
120178,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,I-95,,Concrete Traffic Barrier,2,1,1,1,0,0,0,2,2,February,Wednesday,Cloudy,Dark - Lighted,25.7775,-80.1996
120179,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,US-301,,Motor Vehicle in Transport,2,1,2,2,0,0,0,3,3,February,Saturday,Clear,Dark - Not Lighted,27.6904,-82.3428
120180,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,POWERS DR,,Pedestrian,2,0,1,1,0,1,1,1,1,February,Saturday,Clear,Daylight,28.5812,-81.4677
120181,FLORIDA,Not Applicable,ESCAMBIA,Rural,Not an Intersection,CR-99,,Rollover/Overturn,1,0,1,1,0,0,0,2,2,February,Saturday,Clear,Daylight,30.6991,-87.4350
120182,FLORIDA,DAVIE,BROWARD,Urban,Not an Intersection,I-75  RAMP,,Parked Motor Vehicle (Not in Transport),1,0,2,1,1,0,2,2,4,February,Saturday,Cloudy,Dark - Lighted,26.1136,-80.3493
120183,FLORIDA,Not Applicable,NASSAU,Rural,Not an Intersection,LAKE HAMPTON RD,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,February,Monday,Clear,Dark - Not Lighted,30.7837,-81.9247
120184,FLORIDA,Not Applicable,ORANGE,Urban,Four-Way Intersection,UNIVERSAL BLVD,BREAKVIEW DR,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,February,Friday,Clear,Daylight,28.4257,-81.4424
120185,FLORIDA,Not Applicable,MARION,Rural,Not an Intersection,140TH AVE,,Rollover/Overturn,1,0,1,1,0,0,0,2,2,February,Saturday,Clear,Dark - Not Lighted,29.1750,-82.1360
120186,FLORIDA,ORLANDO,ORANGE,Urban,Four-Way Intersection,CR-423,AMERICANA BLVD,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,February,Sunday,Clear,Dark - Not Lighted,28.4868,-81.4173
120187,FLORIDA,Not Applicable,FLAGLER,Rural,Not an Intersection,CR-305,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,January,Sunday,Clear,Dusk,29.4588,-81.3721
120188,FLORIDA,Not Applicable,PUTNAM,Rural,Y-Intersection,SR-100,END RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,February,Tuesday,Clear,Daylight,29.6000,-81.5754
120189,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,3,3,0,0,0,6,6,February,Wednesday,Clear,Daylight,26.7284,-81.8371
120190,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,I-4,,Motor Vehicle in Transport,2,1,2,2,0,0,0,4,4,January,Monday,Clear,Dark - Not Lighted,28.8621,-81.2923
120191,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,SR-115,,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,February,Tuesday,Clear,Dark - Lighted,30.3274,-81.5979
120192,FLORIDA,Not Applicable,ST. JOHNS,Rural,Not an Intersection,I-95,,Guardrail Face,1,0,2,1,1,0,1,1,2,February,Thursday,Rain,Daylight,29.7491,-81.3468
120193,FLORIDA,Not Applicable,ORANGE,Urban,T-Intersection,US-441,AMERICANA BLVD,Motor Vehicle in Transport,1,1,4,4,0,0,0,4,4,February,Monday,Clear,Dark - Lighted,28.4841,-81.3966
120194,FLORIDA,AUBURNDALE,POLK,Urban,Not an Intersection,US-92,,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,January,Thursday,Clear,Dark - Lighted,28.0571,-81.8164
120195,FLORIDA,PANAMA CITY,BAY,Urban,T-Intersection,US-231,STAR AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Tuesday,"Fog, Smog, Smoke",Dark - Lighted,30.2487,-85.5572
120196,FLORIDA,Not Applicable,DUVAL,Urban,Not an Intersection,PECAN PARK RD,,Utility Pole/Light Support,1,0,1,1,0,0,0,1,1,March,Sunday,Clear,Dark - Not Lighted,30.5175,-81.6344
120197,FLORIDA,Not Applicable,SARASOTA,Rural,Not an Intersection,I-75,,Rollover/Overturn,1,0,1,1,0,0,0,4,4,March,Monday,Clear,Daylight,27.1063,-82.2987
120198,FLORIDA,LEHIGH ACRES,LEE,Urban,Not an Intersection,CR-884,,Utility Pole/Light Support,1,0,4,4,0,0,0,4,4,February,Friday,Clear,Dark - Lighted,26.6192,-81.7326
120199,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,SR-202,,Rollover/Overturn,1,0,1,1,0,0,0,3,3,March,Monday,Clear,Daylight,30.2539,-81.5078
120200,FLORIDA,ORMOND BEACH,VOLUSIA,Urban,Not an Intersection,US-1,,Tree (Standing Only),1,0,1,1,0,0,0,2,2,February,Monday,Clear,Dark - Not Lighted,29.2626,-81.0506
120201,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,I-4,,Bridge Pier or Support,1,0,1,1,0,0,0,1,1,March,Wednesday,Clear,Daylight,28.8888,-81.2786
120202,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,SR-94,SW 117TH AVE,Motor Vehicle in Transport,1,1,2,2,0,0,0,4,4,February,Thursday,Clear,Dark - Lighted,25.6863,-80.3835
120203,FLORIDA,Not Applicable,MANATEE,Rural,Four-Way Intersection,US-19,TERRA CEIA RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Wednesday,Clear,Dark - Not Lighted,27.5795,-82.5781
120204,FLORIDA,ORANGE CITY,VOLUSIA,Urban,Four-Way Intersection,SAXON BLVD,ENTERPRISE RD,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,January,Wednesday,Clear,Daylight,28.9112,-81.2920
120205,FLORIDA,Not Applicable,PALM BEACH,Rural,Four-Way Intersection,LINTON BLVD,JOG RD,Motor Vehicle in Transport,1,0,4,4,0,1,1,8,8,January,Saturday,Cloudy,Dark - Lighted,26.4390,-80.1466
120207,FLORIDA,Not Applicable,INDIAN RIVER,Rural,Not an Intersection,SR-60,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,January,Sunday,Cloudy,Daylight,27.6405,-80.6666
120208,FLORIDA,BOCA RATON,PALM BEACH,Rural,Four-Way Intersection,I-95 OFF RAMP,PALMETTO PARK ROAD,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,February,Friday,Clear,Dark - Lighted,26.3507,-80.1171
120209,FLORIDA,MIRAMAR,BROWARD,Urban,Not an Intersection,I-75,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,February,Sunday,Cloudy,Dawn,25.9769,-80.3517
120210,FLORIDA,Not Applicable,CLAY,Rural,Not an Intersection,CR-218,,Ditch,1,1,1,1,0,0,0,2,2,February,Wednesday,Clear,Dark - Not Lighted,30.1289,-81.9987
120212,FLORIDA,WILLISTON,LEVY,Rural,T-Intersection,US-27,55TH STREET,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,March,Tuesday,Clear,Daylight,29.4111,-82.4530
120214,FLORIDA,Not Applicable,MARION,Urban,Not an Intersection,182ND AVE RD,,"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)",1,0,1,1,0,0,0,1,1,March,Sunday,Clear,Daylight,29.0139,-81.8189
120215,FLORIDA,Not Applicable,ORANGE,Urban,T-Intersection,SR-482,PARKLINE BOULEVARD,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,March,Sunday,Clear,Dark - Not Lighted,28.4510,-81.3609
120216,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,US-301,GIBSONTON DR,Motor Vehicle in Transport,1,0,3,3,0,0,0,5,5,March,Saturday,Clear,Daylight,27.8615,-82.3267
120217,FLORIDA,Not Applicable,MARTIN,Urban,Not an Intersection,ST LUCIE BLVD,,Traffic Sign Support,1,0,1,1,0,0,0,1,1,February,Thursday,Clear,Daylight,27.1775,-80.1996
120218,FLORIDA,MIDWAY,GADSDEN,Urban,Not an Intersection,CR-268,,Mail Box,1,0,1,1,0,0,0,2,2,February,Thursday,Clear,Daylight,30.4949,-84.4755
120220,FLORIDA,Not Applicable,BAY,Rural,Not an Intersection,US-231,,Rollover/Overturn,1,0,3,3,0,0,0,6,6,March,Friday,Clear,Dark - Not Lighted,30.2917,-85.4963
120221,FLORIDA,Not Applicable,INDIAN RIVER,Rural,Four-Way Intersection,CR-606,66TH AVE,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Sunday,Clear,Dark - Not Lighted,27.7675,-80.5508
120222,FLORIDA,Not Applicable,WALTON,Rural,T-Intersection,SR-83,CR-185,Tree (Standing Only),1,1,1,1,0,0,0,1,1,March,Saturday,Clear,Dark - Not Lighted,30.8168,-86.1196
120223,FLORIDA,Not Applicable,JEFFERSON,Rural,Not an Intersection,US-90,,Tree (Standing Only),1,0,1,1,0,0,0,2,2,February,Friday,Clear,Dark - Not Lighted,30.5372,-83.9305
120224,FLORIDA,Not Applicable,MANATEE,Rural,Not an Intersection,I-75,,Motor Vehicle in Transport,3,0,2,2,0,0,0,5,5,February,Thursday,Clear,Dark - Not Lighted,27.4044,-82.4529
120225,FLORIDA,Not Applicable,BREVARD,Urban,Not an Intersection,CRISAFULLI RD,,Culvert,2,1,1,1,0,0,0,2,2,March,Saturday,Clear,Dark - Not Lighted,28.4650,-80.6977
120226,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,I-75 RAMP,DANIELS PARKWAY,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,February,Thursday,Clear,Daylight,26.5491,-81.7947
120227,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,SR-50,,Motor Vehicle in Transport,2,0,2,2,0,0,0,3,3,March,Tuesday,Clear,Daylight,28.5354,-81.0359
120229,FLORIDA,JACKSONVILLE,DUVAL,Rural,T-Intersection,SR-15,LONG BOW RD,Motor Vehicle in Transport,2,0,2,2,0,0,0,2,2,January,Saturday,Cloudy,Daylight,30.2531,-81.6991
120230,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,CLARK RD,MAIN ST,Bridge Rail (Includes Parapet),1,1,1,1,0,0,0,1,1,January,Wednesday,Clear,Dark - Not Lighted,30.2026,-82.0110
120231,FLORIDA,Not Applicable,CHARLOTTE,Rural,Not an Intersection,ATWATER ST,,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,March,Sunday,Clear,Dark - Not Lighted,27.0312,-82.1132
120232,FLORIDA,Not Applicable,DE SOTO,Rural,Not an Intersection,SR-70,,Other Fixed Object,1,1,1,1,0,0,0,1,1,March,Sunday,Cloudy,Dark - Not Lighted,27.2519,-81.9597
120233,FLORIDA,Not Applicable,MIAMI-DADE,Urban,T-Intersection,SR-976,SW 104 CT,Motor Vehicle in Transport,1,0,4,2,2,0,1,3,4,March,Sunday,Clear,Dark - Lighted,25.7324,-80.3637
120234,FLORIDA,Not Applicable,ORANGE,Rural,Not an Intersection,SR-50,,Guardrail End,1,0,1,1,0,0,0,1,1,March,Monday,Clear,Daylight,28.5436,-80.9399
120236,FLORIDA,Not Applicable,FLAGLER,Urban,Not an Intersection,OCEAN CREST DR,OCEAN CREST WAY,Tree (Standing Only),1,0,1,1,0,0,0,1,1,March,Thursday,Clear,Daylight,29.6051,-81.1902
120237,FLORIDA,Not Applicable,OKEECHOBEE,Rural,Not an Intersection,US-441,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,March,Sunday,Clear,Dark - Not Lighted,27.4562,-80.8095
120238,FLORIDA,NORTH MIAMI BEACH,MIAMI-DADE,Urban,Four-Way Intersection,SR-860,NE 183RD ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Friday,Clear,Daylight,25.9442,-80.1627
120239,FLORIDA,Not Applicable,GADSDEN,Rural,Not an Intersection,SR-267,,Rollover/Overturn,1,0,2,2,0,0,0,3,3,March,Saturday,Clear,Daylight,30.6721,-84.6152
120240,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,US-17,,Rollover/Overturn,1,0,1,1,0,0,0,5,5,February,Saturday,Rain,Dark - Not Lighted,29.1492,-81.3726
120241,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,I-75,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,March,Tuesday,Clear,Dark - Lighted,27.8486,-82.3466
120242,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Not an Intersection,I-95,,Motor Vehicle in Transport,1,0,3,3,0,0,0,3,3,March,Wednesday,Cloudy,Daylight,25.8126,-80.2061
120243,FLORIDA,Not Applicable,LEE,Rural,Not an Intersection,CHAMBERLIN PARKWAY,,Rollover/Overturn,1,0,1,1,0,0,0,1,1,March,Monday,Clear,Dark - Lighted,26.5467,-81.7518
120244,FLORIDA,Not Applicable,DIXIE,Rural,Not an Intersection,544TH STREET,,Rollover/Overturn,1,1,1,1,0,0,0,1,1,February,Friday,Clear,Dark - Not Lighted,29.6583,-83.0275
120246,FLORIDA,Not Applicable,COLLIER,Rural,Not an Intersection,US-41,,Guardrail Face,1,0,2,2,0,0,0,3,3,March,Friday,Cloudy,Daylight,26.0184,-81.6290
120247,FLORIDA,Not Applicable,MARTIN,Urban,Not an Intersection,SALERNO RD,,Railway Vehicle,2,1,1,1,0,0,0,2,2,March,Tuesday,Clear,Dark - Lighted,27.1468,-80.1987
120248,FLORIDA,Not Applicable,HENDRY,Rural,Not an Intersection,SR-80,,Motor Vehicle in Transport,2,1,2,2,0,0,0,2,2,March,Friday,Clear,Dark - Not Lighted,26.7682,-81.2794
120249,FLORIDA,Not Applicable,BRADFORD,Rural,Not an Intersection,SR-21,,Tree (Standing Only),1,1,1,1,0,0,0,1,1,March,Thursday,Rain,Dusk,29.7601,-82.0561
120250,FLORIDA,Not Applicable,PALM BEACH,Rural,T-Intersection,SR-80,SUGAR HOUSE RD,Motor Vehicle in Transport,2,0,3,3,0,0,0,3,3,March,Thursday,Clear,Dark - Not Lighted,26.7263,-80.6500
120251,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,I-4,,Motor Vehicle in Transport,1,1,3,3,0,0,0,3,3,March,Friday,Clear,Dark - Lighted,28.5926,-81.3813
120252,FLORIDA,Not Applicable,VOLUSIA,Rural,Not an Intersection,I-4,,Motor Vehicle in Transport,1,1,2,2,0,0,0,4,4,February,Saturday,Clear,Dark - Unknown Lighting,29.1527,-81.0815
120253,FLORIDA,SUNRISE,BROWARD,Urban,Not an Intersection,SR-869,,Motor Vehicle in Transport,1,1,2,2,0,0,0,6,6,March,Sunday,Clear,Dark - Lighted,26.1669,-80.3202
120254,FLORIDA,Not Applicable,ORANGE,Urban,Four-Way Intersection,DEAN RD,LAKE UNDERHILL RD,Motor Vehicle in Transport,1,1,2,2,0,0,0,3,3,February,Saturday,Clear,Dark - Lighted,28.5393,-81.2441
120255,FLORIDA,Not Applicable,INDIAN RIVER,Rural,Not an Intersection,I-95,,Rollover/Overturn,1,0,1,1,0,0,0,3,3,March,Friday,Clear,Daylight,27.6154,-80.5142
120258,FLORIDA,Not Applicable,SARASOTA,Urban,Not an Intersection,SR-777,,Motor Vehicle in Transport,1,0,2,2,0,0,0,5,5,February,Friday,Clear,Dark - Not Lighted,26.9977,-82.2957
120259,FLORIDA,Not Applicable,HILLSBOROUGH,Urban,Not an Intersection,US-301,,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,March,Wednesday,Clear,Daylight,27.8250,-82.3305
120260,FLORIDA,Not Applicable,ORANGE,Urban,Not an Intersection,RHODE ISLAND WOODS CIR,,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,March,Thursday,Clear,Dark - Lighted,28.3597,-81.3532
120261,FLORIDA,Not Applicable,MIAMI-DADE,Rural,Not an Intersection,SR-821,106 STREET,Fence,1,0,1,1,0,0,0,1,1,March,Tuesday,Cloudy,Dark - Lighted,25.8677,-80.3880
120262,FLORIDA,Not Applicable,ORANGE,Rural,Four-Way Intersection,SR-50,CHRISTMAS SHOOL RD,Traffic Sign Support,2,1,1,1,0,0,0,2,2,March,Wednesday,Clear,Dark - Not Lighted,28.5365,-81.0175
120264,FLORIDA,Not Applicable,ESCAMBIA,Urban,Not an Intersection,SR-173,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,March,Sunday,Clear,Dark - Lighted,30.4379,-87.3241
120265,FLORIDA,Not Applicable,HAMILTON,Rural,Not an Intersection,CR-143,,Culvert,1,1,1,1,0,0,0,1,1,March,Thursday,Clear,Dark - Not Lighted,30.5755,-83.1463
120266,FLORIDA,PORT CHARLOTTE,CHARLOTTE,Urban,Not an Intersection,STARLITE LN,,Tree (Standing Only),1,0,1,1,0,0,0,1,1,February,Sunday,Clear,Daylight,26.9994,-82.0855
120267,FLORIDA,Not Applicable,MIAMI-DADE,Rural,T-Intersection,SR-994,SOUTHWEST 132 AVENUE,Motor Vehicle in Transport,1,0,2,2,0,0,0,3,3,March,Sunday,Rain,Dark - Lighted,25.5808,-80.4052
120268,FLORIDA,Not Applicable,MARION,Urban,Not an Intersection,GAINESVILLE RD,,Motor Vehicle in Transport,1,0,2,2,0,0,0,4,4,March,Tuesday,Clear,Daylight,29.3329,-82.1973
120269,FLORIDA,JACKSONVILLE,DUVAL,Urban,Not an Intersection,US-1,,Motor Vehicle in Transport,1,1,3,3,0,0,0,3,3,March,Sunday,Clear,Dark - Lighted,30.3874,-81.7334
120271,FLORIDA,OCALA,MARION,Urban,Not an Intersection,SR-40,,Motor Vehicle in Transport,1,1,2,2,0,0,0,2,2,March,Sunday,Cloudy,Daylight,29.1870,-82.1205
120272,FLORIDA,Not Applicable,LEON,Rural,T-Intersection,OAK RIDGE RD,DL CROSBY LN,Tree (Standing Only),1,1,1,1,0,0,0,1,1,February,Friday,Clear,Dark - Not Lighted,30.3244,-84.2717
120273,FLORIDA,PANAMA CITY BEACH,BAY,Urban,Not an Intersection,SR-392A,,Motor Vehicle in Transport,1,0,2,2,0,0,0,8,8,March,Tuesday,Clear,Dark - Lighted,30.1988,-85.8405
120276,FLORIDA,Not Applicable,MIAMI-DADE,Urban,Four-Way Intersection,75TH AVE,22 ND ST,Motor Vehicle in Transport,1,0,2,2,0,0,0,2,2,January,Sunday,Clear,Daylight,25.7503,-80.3172
120277,FLORIDA,FORT LAUDERDALE,BROWARD,Urban,Four-Way Intersection,US-1,26TH ST,Motor Vehicle in Transport,1,0,3,3,0,0,0,6,6,January,Monday,Clear,Daylight,26.1598,-80.1166
120278,FLORIDA,FORT LAUDERDALE,BROWARD,Urban,Not an Intersection,US-1,,Motor Vehicle in Transport,1,1,4,4,0,0,0,5,5,February,Saturday,Rain,Daylight,26.1367,-80.1442
120279,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,SHORE BLVD,,Utility Pole/Light Support,1,1,1,1,0,0,0,1,1,January,Saturday,Clear,Dark - Lighted,27.9233,-82.5239
120280,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Four-Way Intersection,US-92,TAMPA BAY BLVD W,Curb,1,1,1,1,0,0,0,1,1,January,Monday,Cloudy,Dark - Lighted,27.9740,-82.5054
120281,FLORIDA,TAMPA,HILLSBOROUGH,Urban,Not an Intersection,US-92,,Curb,1,0,1,1,0,0,0,1,1,January,Friday,Clear,Dark - Lighted,27.9466,-82.5056
